coin,px,sz,side,time,startPosition,dir,closedPnl,hash,oid,crossed,fee,tid,feeToken,twapId,usd
ETH,3282.7,1.447,A,2025-12-09 16:20:59.990,82983.3528,Close Long,254.84564,0x0d9a16d526e7d5680f1304310f982a02062400bac1eaf43ab162c227e5ebaf52,263739263100,True,1.42502,890173410974111,USDC,,4750.0669
ETH,3282.7,0.8711,A,2025-12-09 16:20:59.990,82984.2239,Close Long,153.418132,0x0d9a16d526e7d5680f1304310f982a02062400bac1eaf43ab162c227e5ebaf52,263739263100,True,0.857867,539184825144887,USDC,,2859.55997
ETH,3282.7,1.7522,A,2025-12-09 16:20:59.990,82985.9761,Close Long,308.597464,0x0d9a16d526e7d5680f1304310f982a02062400bac1eaf43ab162c227e5ebaf52,263739263100,True,1.725584,360972350304008,USDC,,5751.94694
ETH,3282.7,4.3534,A,2025-12-09 16:20:59.990,82990.3295,Close Long,766.720808,0x0d9a16d526e7d5680f1304310f982a02062400bac1eaf43ab162c227e5ebaf52,263739263100,True,4.287271,1056042398780243,USDC,,14290.906179999998
ETH,3282.7,0.4337,A,2025-12-09 16:20:59.990,82990.7632,Close Long,76.383244,0x0d9a16d526e7d5680f1304310f982a02062400bac1eaf43ab162c227e5ebaf52,263739263100,True,0.427112,1124750130628206,USDC,,1423.70699
ETH,3282.7,1.1277,A,2025-12-09 16:20:59.990,82991.8909,Close Long,198.610524,0x0d9a16d526e7d5680f1304310f982a02062400bac1eaf43ab162c227e5ebaf52,263739263100,True,1.11057,879889893417181,USDC,,3701.9007899999997
ETH,3282.7,1.2487,A,2025-12-09 16:20:59.990,82993.1396,Close Long,219.921044,0x0d9a16d526e7d5680f1304310f982a02062400bac1eaf43ab162c227e5ebaf52,263739263100,True,1.229732,375888045432483,USDC,,4099.107489999999
ETH,3284.0,0.0979,A,2025-12-09 16:18:03.005,82993.2375,Close Long,17.369418,0x0000000000000000000000000000000000000000000000000000000000000000,263735723486,False,0.01286,550051292190133,USDC,,321.5036
ETH,3284.0,0.0097,A,2025-12-09 16:18:02.574,82993.2472,Close Long,1.720974,0x3533860981234c5636ad04310f8f6a02032800ef1c266b28d8fc315c40272640,263735723486,False,0.001274,114361293495749,USDC,,31.8548
ETH,3284.0,1.059,A,2025-12-09 16:18:02.516,82994.3062,Close Long,187.88778,0xca33874362e4afdecbad04310f8f690205690028fde7ceb06dfc329621e889c9,263735723486,False,0.13911,443104892560377,USDC,,3477.756
ETH,3284.0,5.453,A,2025-12-09 16:18:02.422,82999.7592,Close Long,967.47126,0x63f5ed9f028b6fb7656f04310f8f6802093800849d8e8e8907be98f1c18f49a2,263735723486,False,0.716306,1087528195034040,USDC,,17907.652000000002
ETH,3284.0,47.0025,A,2025-12-09 16:18:02.422,83046.7617,Close Long,8339.18355,0xe5d49c9782b5234ce74e04310f8f68020933007d1db8421e899d47ea41b8fd37,263735723486,False,6.174248,90107204618264,USDC,,154356.21
ETH,3284.0,29.4565,A,2025-12-09 16:18:02.422,83076.2182,Close Long,5226.17223,0x330125fc6923e0d1347a04310f8f6802093200e20426ffa3d6c9d14f2827babb,263735723486,False,3.869405,341374500982654,USDC,,96735.146
ETH,3284.0,56.4077,A,2025-12-09 16:18:02.422,83132.6259,Close Long,10007.854134,0x802daf614f929e5581a704310f8f680209310046ea95bd2723f65ab40e967840,263735723486,False,7.409715,559716882918013,USDC,,185242.8868
ETH,3284.0,10.8266,A,2025-12-09 16:18:02.422,83143.4525,Close Long,1920.855372,0xcd5a38c636015bd9ced304310f8f6802093000abd1047aab7122e418f50535c4,263735723486,False,1.422182,396721338027641,USDC,,35554.55439999999
ETH,3284.0,17.7891,A,2025-12-09 16:18:02.422,83161.2416,Close Long,3156.142122,0x67b34b9002eed6e2692d04310f8f6802092e00759de1f5b40b7bf6e2c1e2b0cd,263735723486,False,2.336776,1038523130440115,USDC,,58419.40440000001
ETH,3284.0,0.0061,A,2025-12-09 16:18:02.307,83161.2477,Close Long,1.082262,0xee2c2fc8736dd7b3efa504310f8f6602110000ae0e60f68591f4db1b3261b19e,263735723486,False,0.000801,944437648059254,USDC,,20.032400000000003
ETH,3284.0,5.2096,A,2025-12-09 16:18:02.174,83166.4573,Close Long,924.287232,0x6c7d1e0e96c413ab6df604310f8f6402063000f431c7327d1045c96155c7ed96,263735723486,False,0.684333,1029226227921106,USDC,,17108.3264
ETH,3284.0,0.973,A,2025-12-09 16:18:01.610,83167.4303,Close Long,172.62966,0x48998d87bd5389e24a1304310f8f5b02076e006d5856a8b4ec6238da7c5763cc,263735723486,False,0.127813,179727717526223,USDC,,3195.332
ETH,3284.0,0.1998,A,2025-12-09 16:18:01.539,83167.6301,Close Long,35.448516,0x27b702944d0dcb80293004310f8f5a0204e60079e800ea52cb7fade70c01a56a,263735723486,False,0.026245,651661565385644,USDC,,656.1432
ETH,3284.0,0.3123,A,2025-12-09 16:18:01.131,83167.9424,Close Long,55.408266,0x55d229ca6e35f129574b04310f8f5402140f00b009390ffbf99ad51d2d39cb13,263735723486,False,0.041023,15350556771984,USDC,,1025.5932
ETH,3284.0,0.0055,A,2025-12-09 16:18:01.131,83167.9479,Close Long,0.97581,0x0000000000000000000000000000000000000000000000000000000000000000,263735723486,False,0.000722,946226900201734,USDC,,18.061999999999998
ETH,3284.0,0.0063,A,2025-12-09 16:18:00.990,83167.9542,Close Long,1.117746,0xfa75eb2719527919fbef04310f8f53021156000cb45597ec9e3e9679d8565304,263735723486,False,0.000827,886822731126459,USDC,,20.6892
ETH,3284.0,57.0577,A,2025-12-09 16:18:00.674,83225.0119,Close Long,10123.177134,0xf407603f0d369c13f58104310f8f4f0214580024a839bae697d00b91cc3a75fe,263735723486,True,56.213246,390386723444533,USDC,,187377.48679999998
ETH,3284.0,8.2519,A,2025-12-09 16:18:00.674,83233.2638,Close Long,1464.052098,0xf407603f0d369c13f58104310f8f4f0214580024a839bae697d00b91cc3a75fe,263735723486,True,8.129771,730101362477378,USDC,,27099.239599999997
ETH,3284.0,0.19,A,2025-12-09 16:18:00.674,83233.4538,Close Long,33.7098,0xf407603f0d369c13f58104310f8f4f0214580024a839bae697d00b91cc3a75fe,263735723486,True,0.187187,290138015702456,USDC,,623.96
ETH,3284.0,22.0524,A,2025-12-09 16:18:00.674,83255.5062,Close Long,3912.536808,0xf407603f0d369c13f58104310f8f4f0214580024a839bae697d00b91cc3a75fe,263735723486,True,21.726024,758272524473811,USDC,,72420.08159999999
ETH,3284.0,0.305,A,2025-12-09 16:18:00.674,83255.8112,Close Long,54.1131,0xf407603f0d369c13f58104310f8f4f0214580024a839bae697d00b91cc3a75fe,263735723486,True,0.300486,440752201507883,USDC,,1001.62
ETH,3284.0,0.305,A,2025-12-09 16:18:00.674,83256.1162,Close Long,54.1131,0xf407603f0d369c13f58104310f8f4f0214580024a839bae697d00b91cc3a75fe,263735723486,True,0.300486,860131978516209,USDC,,1001.62
ETH,3284.0,0.305,A,2025-12-09 16:18:00.674,83256.4212,Close Long,54.1131,0xf407603f0d369c13f58104310f8f4f0214580024a839bae697d00b91cc3a75fe,263735723486,True,0.300486,1005058882372621,USDC,,1001.62
ETH,3284.0,0.305,A,2025-12-09 16:18:00.674,83256.7262,Close Long,54.1131,0xf407603f0d369c13f58104310f8f4f0214580024a839bae697d00b91cc3a75fe,263735723486,True,0.300486,149640512812826,USDC,,1001.62
ETH,3284.0,3.341,A,2025-12-09 16:18:00.674,83260.0672,Close Long,592.76022,0xf407603f0d369c13f58104310f8f4f0214580024a839bae697d00b91cc3a75fe,263735723486,True,3.291553,673582330076247,USDC,,10971.844000000001
ETH,3284.0,0.0061,A,2025-12-09 16:18:00.674,83260.0733,Close Long,1.082262,0xf407603f0d369c13f58104310f8f4f0214580024a839bae697d00b91cc3a75fe,263735723486,True,0.006009,872049801945133,USDC,,20.032400000000003
ETH,3284.0,0.1568,A,2025-12-09 16:18:00.674,83260.2301,Close Long,27.819456,0xf407603f0d369c13f58104310f8f4f0214580024a839bae697d00b91cc3a75fe,263735723486,True,0.154479,440027776369374,USDC,,514.9312
ETH,3284.1,0.305,A,2025-12-09 16:18:00.674,83260.5351,Close Long,54.1436,0xf407603f0d369c13f58104310f8f4f0214580024a839bae697d00b91cc3a75fe,263735723486,True,0.300495,75771014053901,USDC,,1001.6505
ETH,3284.1,0.3043,A,2025-12-09 16:18:00.674,83260.8394,Close Long,54.019336,0xf407603f0d369c13f58104310f8f4f0214580024a839bae697d00b91cc3a75fe,263735723486,True,0.299805,59555821944266,USDC,,999.35163
ETH,3284.1,15.1757,A,2025-12-09 16:18:00.674,83276.0151,Close Long,2693.990264,0xf407603f0d369c13f58104310f8f4f0214580024a839bae697d00b91cc3a75fe,263735723486,True,14.951554,89885526232590,USDC,,49838.516370000005
ETH,3284.1,0.0045,A,2025-12-09 16:18:00.674,83276.0196,Close Long,0.79884,0xf407603f0d369c13f58104310f8f4f0214580024a839bae697d00b91cc3a75fe,263735723486,True,0.004433,1114380570636737,USDC,,14.778449999999998
ETH,3284.1,0.0379,A,2025-12-09 16:18:00.674,83276.0575,Close Long,6.728008,0xf407603f0d369c13f58104310f8f4f0214580024a839bae697d00b91cc3a75fe,263735723486,True,0.03734,900997012269487,USDC,,124.46739000000001
ETH,3284.2,57.0577,A,2025-12-09 16:18:00.674,83333.1152,Close Long,10134.588674,0xf407603f0d369c13f58104310f8f4f0214580024a839bae697d00b91cc3a75fe,263735723486,True,56.216669,584552188008331,USDC,,187388.89833999999
ETH,3284.2,0.305,A,2025-12-09 16:18:00.674,83333.4202,Close Long,54.1741,0xf407603f0d369c13f58104310f8f4f0214580024a839bae697d00b91cc3a75fe,263735723486,True,0.300504,463005903161392,USDC,,1001.6809999999999
ETH,3284.2,0.305,A,2025-12-09 16:18:00.674,83333.7252,Close Long,54.1741,0xf407603f0d369c13f58104310f8f4f0214580024a839bae697d00b91cc3a75fe,263735723486,True,0.300504,655976643054337,USDC,,1001.6809999999999
ETH,3284.2,15.2244,A,2025-12-09 16:18:00.674,83348.9496,Close Long,2704.157928,0xf407603f0d369c13f58104310f8f4f0214580024a839bae697d00b91cc3a75fe,263735723486,True,14.999992,556899885072411,USDC,,49999.97448
ETH,3284.2,30.4488,A,2025-12-09 16:18:00.674,83379.3984,Close Long,5408.315856,0xf407603f0d369c13f58104310f8f4f0214580024a839bae697d00b91cc3a75fe,263735723486,True,29.999984,1007426848147185,USDC,,99999.94896
ETH,3284.2,2.602,A,2025-12-09 16:18:00.674,83382.0004,Close Long,462.16724,0xf407603f0d369c13f58104310f8f4f0214580024a839bae697d00b91cc3a75fe,263735723486,True,2.563646,595381237860137,USDC,,8545.488399999998
ETH,3284.2,0.6607,A,2025-12-09 16:18:00.674,83382.6611,Close Long,117.353534,0xf407603f0d369c13f58104310f8f4f0214580024a839bae697d00b91cc3a75fe,263735723486,True,0.650961,339300127354201,USDC,,2169.87094
ETH,3284.2,0.0061,A,2025-12-09 16:18:00.674,83382.6672,Close Long,1.083482,0xf407603f0d369c13f58104310f8f4f0214580024a839bae697d00b91cc3a75fe,263735723486,True,0.00601,974209922595769,USDC,,20.03362
ETH,3284.3,0.305,A,2025-12-09 16:18:00.674,83382.9722,Close Long,54.2046,0xf407603f0d369c13f58104310f8f4f0214580024a839bae697d00b91cc3a75fe,263735723486,True,0.300513,843268895061484,USDC,,1001.7115
ETH,3284.3,0.1,A,2025-12-09 16:18:00.674,83383.0722,Close Long,17.772,0xf407603f0d369c13f58104310f8f4f0214580024a839bae697d00b91cc3a75fe,263735723486,True,0.098528,617116249968724,USDC,,328.43000000000006
ETH,3284.3,39.1106,A,2025-12-09 16:18:00.674,83422.1828,Close Long,6950.735832,0xf407603f0d369c13f58104310f8f4f0214580024a839bae697d00b91cc3a75fe,263735723486,True,38.535283,129031742381334,USDC,,128450.94358
ETH,3284.3,4.1484,A,2025-12-09 16:18:00.674,83426.3312,Close Long,737.253648,0xf407603f0d369c13f58104310f8f4f0214580024a839bae697d00b91cc3a75fe,263735723486,True,4.087377,713397386756574,USDC,,13624.590119999999
ETH,3284.3,82.1981,A,2025-12-09 16:18:00.674,83508.5293,Close Long,14608.246332,0xf407603f0d369c13f58104310f8f4f0214580024a839bae697d00b91cc3a75fe,263735723486,True,80.988965,901133565892310,USDC,,269963.21983
ETH,3284.3,0.006,A,2025-12-09 16:18:00.674,83508.5353,Close Long,1.06632,0xf407603f0d369c13f58104310f8f4f0214580024a839bae697d00b91cc3a75fe,263735723486,True,0.005911,521427984084771,USDC,,19.7058
ETH,3284.4,15.1757,A,2025-12-09 16:18:00.674,83523.711,Close Long,2698.542974,0xf407603f0d369c13f58104310f8f4f0214580024a839bae697d00b91cc3a75fe,263735723486,True,14.95292,268872567144138,USDC,,49843.06908
ETH,3284.4,0.305,A,2025-12-09 16:18:00.674,83524.016,Close Long,54.2351,0xf407603f0d369c13f58104310f8f4f0214580024a839bae697d00b91cc3a75fe,263735723486,True,0.300522,2132270687158,USDC,,1001.742
ETH,3284.4,57.0577,A,2025-12-09 16:18:00.674,83581.0737,Close Long,10146.000214,0xf407603f0d369c13f58104310f8f4f0214580024a839bae697d00b91cc3a75fe,263735723486,True,56.220092,776226177318240,USDC,,187400.30988
ETH,3284.4,25.7384,A,2025-12-09 16:18:00.674,83606.8121,Close Long,4576.802288,0xf407603f0d369c13f58104310f8f4f0214580024a839bae697d00b91cc3a75fe,263735723486,True,25.36056,453740613707987,USDC,,84535.20096
ETH,3284.4,4.608,A,2025-12-09 16:18:00.674,83611.4201,Close Long,819.39456,0xf407603f0d369c13f58104310f8f4f0214580024a839bae697d00b91cc3a75fe,263735723486,True,4.540354,353138009448917,USDC,,15134.5152
ETH,3284.4,5.805,A,2025-12-09 16:18:00.674,83617.2251,Close Long,1032.2451,0xf407603f0d369c13f58104310f8f4f0214580024a839bae697d00b91cc3a75fe,263735723486,True,5.719782,1115141468379453,USDC,,19065.942
ETH,3284.4,3.3927,A,2025-12-09 16:18:00.674,83620.6178,Close Long,603.289914,0xf407603f0d369c13f58104310f8f4f0214580024a839bae697d00b91cc3a75fe,263735723486,True,3.342895,717374289231554,USDC,,11142.98388
ETH,3284.4,12.7568,A,2025-12-09 16:18:00.674,83633.3746,Close Long,2268.414176,0xf407603f0d369c13f58104310f8f4f0214580024a839bae697d00b91cc3a75fe,263735723486,True,12.56953,449937307935260,USDC,,41898.43392
ETH,3284.4,2.6028,A,2025-12-09 16:18:00.674,83635.9774,Close Long,462.829896,0xf407603f0d369c13f58104310f8f4f0214580024a839bae697d00b91cc3a75fe,263735723486,True,2.56459,841221128770963,USDC,,8548.63632
ETH,3284.4,0.0061,A,2025-12-09 16:18:00.674,83635.9835,Close Long,1.084702,0xf407603f0d369c13f58104310f8f4f0214580024a839bae697d00b91cc3a75fe,263735723486,True,0.00601,989850970902722,USDC,,20.034840000000003
ETH,3284.5,60.9057,A,2025-12-09 16:18:00.674,83696.8892,Close Long,10836.342144,0xf407603f0d369c13f58104310f8f4f0214580024a839bae697d00b91cc3a75fe,263735723486,True,60.013431,53174334990275,USDC,,200044.77165
ETH,3284.5,1.8338,A,2025-12-09 16:18:00.674,83698.723,Close Long,326.269696,0xf407603f0d369c13f58104310f8f4f0214580024a839bae697d00b91cc3a75fe,263735723486,True,1.806934,1043010043002370,USDC,,6023.1161
ETH,3284.5,127.8531,A,2025-12-09 16:18:00.674,83826.5761,Close Long,22747.623552,0xf407603f0d369c13f58104310f8f4f0214580024a839bae697d00b91cc3a75fe,263735723486,True,125.980052,864213893748471,USDC,,419933.50695
ETH,3284.5,15.223,A,2025-12-09 16:18:00.674,83841.7991,Close Long,2708.47616,0xf407603f0d369c13f58104310f8f4f0214580024a839bae697d00b91cc3a75fe,263735723486,True,14.999983,589578517944566,USDC,,49999.9435
ETH,3284.5,0.1,A,2025-12-09 16:18:00.674,83841.8991,Close Long,17.792,0xf407603f0d369c13f58104310f8f4f0214580024a839bae697d00b91cc3a75fe,263735723486,True,0.098534,968295595444071,USDC,,328.45000000000005
ETH,3284.5,1.0,A,2025-12-09 16:18:00.674,83842.8991,Close Long,177.92,0xf407603f0d369c13f58104310f8f4f0214580024a839bae697d00b91cc3a75fe,263735723486,True,0.985349,964171363143512,USDC,,3284.5
ETH,3284.5,0.0068,A,2025-12-09 16:18:00.674,83842.9059,Close Long,1.209856,0xf407603f0d369c13f58104310f8f4f0214580024a839bae697d00b91cc3a75fe,263735723486,True,0.0067,65084752447024,USDC,,22.3346
ETH,3284.5,0.6607,A,2025-12-09 16:18:00.674,83843.5666,Close Long,117.551744,0xf407603f0d369c13f58104310f8f4f0214580024a839bae697d00b91cc3a75fe,263735723486,True,0.65102,1082475864357628,USDC,,2170.06915
ETH,3284.6,4.608,A,2025-12-09 16:18:00.674,83848.1746,Close Long,820.31616,0xf407603f0d369c13f58104310f8f4f0214580024a839bae697d00b91cc3a75fe,263735723486,True,4.540631,529010969230485,USDC,,15135.436799999998
ETH,3284.6,40.0183,A,2025-12-09 16:18:00.674,83888.1929,Close Long,7124.057766,0xf407603f0d369c13f58104310f8f4f0214580024a839bae697d00b91cc3a75fe,263735723486,True,39.433232,293686409180208,USDC,,131444.10818
ETH,3284.6,0.006,A,2025-12-09 16:18:00.674,83888.1989,Close Long,1.06812,0xf407603f0d369c13f58104310f8f4f0214580024a839bae697d00b91cc3a75fe,263735723486,True,0.005912,564599129498880,USDC,,19.7076
ETH,3284.6,0.0061,A,2025-12-09 16:18:00.674,83888.205,Close Long,1.085922,0xf407603f0d369c13f58104310f8f4f0214580024a839bae697d00b91cc3a75fe,263735723486,True,0.00601,484242728092093,USDC,,20.03606
ETH,3284.6,1.52,A,2025-12-09 16:18:00.674,83889.725,Close Long,270.5904,0xf407603f0d369c13f58104310f8f4f0214580024a839bae697d00b91cc3a75fe,263735723486,True,1.497777,904685072279793,USDC,,4992.592
ETH,3284.7,15.1757,A,2025-12-09 16:18:00.674,83904.9007,Close Long,2703.095684,0xf407603f0d369c13f58104310f8f4f0214580024a839bae697d00b91cc3a75fe,263735723486,True,14.954286,985826292015560,USDC,,49847.62179
ETH,3284.7,57.0577,A,2025-12-09 16:18:00.674,83961.9584,Close Long,10163.117524,0xf407603f0d369c13f58104310f8f4f0214580024a839bae697d00b91cc3a75fe,263735723486,True,56.225228,1053480892172922,USDC,,187417.42719
ETH,3284.7,0.1766,A,2025-12-09 16:18:00.674,83962.135,Close Long,31.455992,0xf407603f0d369c13f58104310f8f4f0214580024a839bae697d00b91cc3a75fe,263735723486,True,0.174023,458636536306367,USDC,,580.07802
ETH,3284.7,0.1771,A,2025-12-09 16:18:00.674,83962.3121,Close Long,31.545052,0xf407603f0d369c13f58104310f8f4f0214580024a839bae697d00b91cc3a75fe,263735723486,True,0.174516,850942329588236,USDC,,581.72037
ETH,3284.7,2.5973,A,2025-12-09 16:18:00.674,83964.9094,Close Long,462.631076,0xf407603f0d369c13f58104310f8f4f0214580024a839bae697d00b91cc3a75fe,263735723486,True,2.559405,361570888626978,USDC,,8531.35131
ETH,3284.7,15.222,A,2025-12-09 16:18:00.674,83980.1314,Close Long,2711.34264,0xf407603f0d369c13f58104310f8f4f0214580024a839bae697d00b91cc3a75fe,263735723486,True,14.999911,232646448069881,USDC,,49999.7034
ETH,3284.7,0.0379,A,2025-12-09 16:18:00.674,83980.1693,Close Long,6.750748,0xf407603f0d369c13f58104310f8f4f0214580024a839bae697d00b91cc3a75fe,263735723486,True,0.037347,71222523864179,USDC,,124.49013000000001
ETH,3284.8,30.4432,A,2025-12-09 16:18:00.674,84010.6125,Close Long,5425.587104,0xf407603f0d369c13f58104310f8f4f0214580024a839bae697d00b91cc3a75fe,263735723486,True,29.999947,924057469314041,USDC,,99999.82336000001
ETH,3284.8,26.5834,A,2025-12-09 16:18:00.674,84037.1959,Close Long,4737.693548,0xf407603f0d369c13f58104310f8f4f0214580024a839bae697d00b91cc3a75fe,263735723486,True,26.196345,855443849871824,USDC,,87321.15232000001
ETH,3284.8,3.3491,A,2025-12-09 16:18:00.674,84040.545,Close Long,596.876602,0xf407603f0d369c13f58104310f8f4f0214580024a839bae697d00b91cc3a75fe,263735723486,True,3.300337,472675791939822,USDC,,11001.12368
ETH,3284.8,0.6607,A,2025-12-09 16:18:00.674,84041.2057,Close Long,117.749954,0xf407603f0d369c13f58104310f8f4f0214580024a839bae697d00b91cc3a75fe,263735723486,True,0.65108,13951443551649,USDC,,2170.26736
ETH,3284.8,0.0061,A,2025-12-09 16:18:00.674,84041.2118,Close Long,1.087142,0xf407603f0d369c13f58104310f8f4f0214580024a839bae697d00b91cc3a75fe,263735723486,True,0.006011,180316292417642,USDC,,20.037280000000003
ETH,3284.8,0.0382,A,2025-12-09 16:18:00.674,84041.25,Close Long,6.808004,0xf407603f0d369c13f58104310f8f4f0214580024a839bae697d00b91cc3a75fe,263735723486,True,0.037643,584920765503129,USDC,,125.47936
ETH,3284.9,31.2043,A,2025-12-09 16:18:00.674,84072.4543,Close Long,5564.350776,0xf407603f0d369c13f58104310f8f4f0214580024a839bae697d00b91cc3a75fe,263735723486,True,30.750901,805245565711248,USDC,,102503.00507
ETH,3285.0,26.0681,A,2025-12-09 16:18:00.674,84098.5224,Close Long,4651.070402,0xf407603f0d369c13f58104310f8f4f0214580024a839bae697d00b91cc3a75fe,263735723486,True,25.690112,201875200556574,USDC,,85633.70850000001
ETH,3285.0,11.5848,A,2025-12-09 16:18:00.674,84110.1072,Close Long,2066.960016,0xf407603f0d369c13f58104310f8f4f0214580024a839bae697d00b91cc3a75fe,263735723486,True,11.41682,876847038957216,USDC,,38056.068
ETH,3285.0,0.1,A,2025-12-09 16:18:00.674,84110.2072,Close Long,17.842,0xf407603f0d369c13f58104310f8f4f0214580024a839bae697d00b91cc3a75fe,263735723486,True,0.098549,788333918022958,USDC,,328.5
ETH,3285.1,57.0577,A,2025-12-09 16:18:00.674,84167.2649,Close Long,10185.940604,0xf407603f0d369c13f58104310f8f4f0214580024a839bae697d00b91cc3a75fe,263735723486,True,56.232075,773693132697071,USDC,,187440.25027
ETH,3285.1,15.1757,A,2025-12-09 16:18:00.674,84182.4406,Close Long,2709.165964,0xf407603f0d369c13f58104310f8f4f0214580024a839bae697d00b91cc3a75fe,263735723486,True,14.956107,840728404653262,USDC,,49853.692070000005
ETH,3285.1,1.8338,A,2025-12-09 16:18:00.674,84184.2744,Close Long,327.369976,0xf407603f0d369c13f58104310f8f4f0214580024a839bae697d00b91cc3a75fe,263735723486,True,1.807264,297238451723765,USDC,,6024.21638
ETH,3285.1,0.0303,A,2025-12-09 16:18:00.674,84184.3047,Close Long,5.409156,0xf407603f0d369c13f58104310f8f4f0214580024a839bae697d00b91cc3a75fe,263735723486,True,0.029861,559191298722235,USDC,,99.53853
ETH,3285.1,0.0061,A,2025-12-09 16:18:00.674,84184.3108,Close Long,1.088972,0xf407603f0d369c13f58104310f8f4f0214580024a839bae697d00b91cc3a75fe,263735723486,True,0.006011,831518728526677,USDC,,20.03911
ETH,3285.1,0.0045,A,2025-12-09 16:18:00.674,84184.3153,Close Long,0.80334,0xf407603f0d369c13f58104310f8f4f0214580024a839bae697d00b91cc3a75fe,263735723486,True,0.004434,790574210535708,USDC,,14.782949999999998
ETH,3285.2,13.283,A,2025-12-09 16:18:00.674,84197.5983,Close Long,2372.60946,0xf407603f0d369c13f58104310f8f4f0214580024a839bae697d00b91cc3a75fe,263735723486,True,13.091193,969284315670077,USDC,,43637.31159999999
ETH,3285.2,15.2197,A,2025-12-09 16:18:00.674,84212.818,Close Long,2718.542814,0xf407603f0d369c13f58104310f8f4f0214580024a839bae697d00b91cc3a75fe,263735723486,True,14.999927,996654902400014,USDC,,49999.75844
ETH,3285.3,15.2193,A,2025-12-09 16:18:00.674,84228.0373,Close Long,2719.993296,0xf407603f0d369c13f58104310f8f4f0214580024a839bae697d00b91cc3a75fe,263735723486,True,14.999989,899895285481663,USDC,,49999.966290000004
ETH,3285.3,3.5774,A,2025-12-09 16:18:00.674,84231.6147,Close Long,639.352928,0xf407603f0d369c13f58104310f8f4f0214580024a839bae697d00b91cc3a75fe,263735723486,True,3.525849,477080701789643,USDC,,11752.83222
ETH,3285.3,0.038,A,2025-12-09 16:18:00.674,84231.6527,Close Long,6.79136,0xf407603f0d369c13f58104310f8f4f0214580024a839bae697d00b91cc3a75fe,263735723486,True,0.037452,786087246006063,USDC,,124.84140000000001
ETH,3285.3,0.0061,A,2025-12-09 16:18:00.674,84231.6588,Close Long,1.090192,0xf407603f0d369c13f58104310f8f4f0214580024a839bae697d00b91cc3a75fe,263735723486,True,0.006012,564760814925233,USDC,,20.04033
ETH,3285.4,19.103,A,2025-12-09 16:18:00.674,84250.7618,Close Long,3415.99846,0xf407603f0d369c13f58104310f8f4f0214580024a839bae697d00b91cc3a75fe,263735723486,True,18.828298,258258849280993,USDC,,62760.99620000001
ETH,3285.4,15.1757,A,2025-12-09 16:18:00.674,84265.9375,Close Long,2713.718674,0xf407603f0d369c13f58104310f8f4f0214580024a839bae697d00b91cc3a75fe,263735723486,True,14.957473,626580338491432,USDC,,49858.24478
ETH,3285.4,0.2435,A,2025-12-09 16:18:00.674,84266.181,Close Long,43.54267,0xf407603f0d369c13f58104310f8f4f0214580024a839bae697d00b91cc3a75fe,263735723486,True,0.239998,586587373719557,USDC,,799.9949
ETH,3285.4,57.0577,A,2025-12-09 16:18:00.674,84323.2387,Close Long,10203.057914,0xf407603f0d369c13f58104310f8f4f0214580024a839bae697d00b91cc3a75fe,263735723486,True,56.23721,34807273171306,USDC,,187457.36758
ETH,3285.4,1.2976,A,2025-12-09 16:18:00.674,84324.5363,Close Long,232.036832,0xf407603f0d369c13f58104310f8f4f0214580024a839bae697d00b91cc3a75fe,263735723486,True,1.27894,747781199592364,USDC,,4263.13504
ETH,3285.5,4.5655,A,2025-12-09 16:18:00.674,84329.1018,Close Long,816.85926,0xf407603f0d369c13f58104310f8f4f0214580024a839bae697d00b91cc3a75fe,263735723486,True,4.499985,109471554462474,USDC,,14999.95025
ETH,3285.5,0.0061,A,2025-12-09 16:18:00.674,84329.1079,Close Long,1.091412,0xf407603f0d369c13f58104310f8f4f0214580024a839bae697d00b91cc3a75fe,263735723486,True,0.006012,133603679771967,USDC,,20.04155
ETH,3285.6,13.0317,A,2025-12-09 16:18:00.674,84342.1396,Close Long,2332.934934,0xf407603f0d369c13f58104310f8f4f0214580024a839bae697d00b91cc3a75fe,263735723486,True,12.845086,620285739705178,USDC,,42816.95352
ETH,3285.6,0.0036,A,2025-12-09 16:18:00.674,84342.1432,Close Long,0.644472,0xf407603f0d369c13f58104310f8f4f0214580024a839bae697d00b91cc3a75fe,263735723486,True,0.003548,339515532076800,USDC,,11.828159999999999
ETH,3285.7,0.6095,A,2025-12-09 16:18:00.674,84342.7527,Close Long,109.17364,0xf407603f0d369c13f58104310f8f4f0214580024a839bae697d00b91cc3a75fe,263735723486,True,0.60079,87703867962838,USDC,,2002.63415
ETH,3285.7,0.61,A,2025-12-09 16:18:00.674,84343.3627,Close Long,109.2632,0xf407603f0d369c13f58104310f8f4f0214580024a839bae697d00b91cc3a75fe,263735723486,True,0.601283,696670101998133,USDC,,2004.2769999999998
ETH,3285.7,100.4181,A,2025-12-09 16:18:00.674,84443.7808,Close Long,17986.890072,0xf407603f0d369c13f58104310f8f4f0214580024a839bae697d00b91cc3a75fe,263735723486,True,98.983125,753550002413414,USDC,,329943.75116999994
ETH,3285.7,1.2685,A,2025-12-09 16:18:00.674,84445.0493,Close Long,227.21372,0xf407603f0d369c13f58104310f8f4f0214580024a839bae697d00b91cc3a75fe,263735723486,True,1.250373,429988692392109,USDC,,4167.910449999999
